gameid,season,homeOrAway,teamSkaterStatsgoals,teamSkaterStatspim,teamSkaterStatsshots,teamSkaterStatspowerPlayPercentage,teamSkaterStatspowerPlayGoals,teamSkaterStatspowerPlayOpportunities,teamSkaterStatsfaceOffWinPercentage,teamSkaterStatsblocked,teamSkaterStatstakeaways,teamSkaterStatsgiveaways,teamSkaterStatshits,teamid
225,2019,A,1,4,28,0,0,4,41,16,6,14,27,9
225,2015,H,2,2,38,0,0,1,46,8,10,13,15,25
225,2016,H,1,6,36,0,0,4,48,18,3,13,25,9
225,2017,H,1,4,37,0,0,3,66,15,11,15,19,2
225,2018,H,1,6,25,33,1,3,47,17,10,6,28,21
225,2019,H,4,18,32,0,0,2,59,10,6,16,27,2
226,2015,A,3,4,25,0,0,3,49,17,6,7,20,53
226,2016,A,2,6,23,50,1,2,46,8,7,12,39,8
226,2017,A,1,12,25,0,0,1,45,7,4,5,28,53
226,2018,A,2,6,39,33,1,3,58,5,9,17,6,20
226,2019,A,1,6,34,0,0,3,51,11,5,5,16,12
226,2015,H,2,6,35,50,1,2,51,13,3,14,25,26
226,2016,H,3,6,35,0,0,2,55,22,12,9,26,16
226,2017,H,3,2,37,17,1,6,55,22,1,6,18,5
226,2018,H,3,6,24,0,0,3,42,11,3,12,13,24
226,2019,H,4,6,28,33,1,3,49,13,6,17,18,4
227,2015,A,4,6,25,0,0,2,49,17,4,7,38,2
227,2016,A,2,4,46,0,0,2,45,16,8,3,12,6
227,2017,A,1,12,31,50,1,2,53,25,5,11,31,13
227,2018,A,8,17,33,40,2,5,52,9,11,6,15,23
227,2019,A,2,8,25,0,0,3,43,9,4,2,10,54
227,2015,H,2,6,36,0,0,2,51,22,7,22,33,28
227,2016,H,0,4,21,0,0,2,55,11,10,11,19,21
227,2017,H,3,6,48,0,0,5,47,13,14,12,13,12
227,2018,H,5,27,28,40,2,5,48,12,9,14,23,6
227,2019,H,1,6,30,0,0,4,57,13,0,7,19,29
228,2015,A,3,8,38,25,1,4,51,11,1,5,25,8
228,2016,A,3,4,27,0,0,0,47,22,9,11,14,3
228,2017,A,3,8,29,0,0,4,56,11,6,4,19,18
228,2018,A,1,13,27,0,0,3,37,10,12,5,23,22
228,2019,A,1,8,25,33,1,3,43,16,7,10,24,26
228,2015,H,3,8,34,0,0,4,49,12,8,10,25,5
228,2016,H,1,0,39,0,0,2,53,10,4,12,29,22
228,2017,H,1,8,36,0,0,4,44,17,7,4,22,29
228,2018,H,4,11,33,25,1,4,63,12,16,11,12,13
228,2019,H,3,6,23,0,0,4,57,12,13,14,25,10
229,2015,A,4,9,27,50,1,2,47,10,6,6,24,22
229,2016,A,4,13,31,0,0,5,49,18,8,6,15,14
229,2017,A,2,4,31,0,0,2,51,10,3,14,27,54
229,2018,A,4,8,34,50,1,2,37,20,7,11,25,53
229,2019,A,1,2,32,0,0,3,34,13,2,9,9,1
229,2015,H,3,9,37,50,1,2,53,14,4,14,31,24
229,2016,H,0,25,34,0,0,4,51,16,15,7,27,2
229,2017,H,3,4,28,0,0,2,49,17,8,20,24,8
229,2018,H,5,4,31,0,0,4,63,11,6,15,28,4
229,2019,H,1,6,33,0,0,1,66,17,7,10,29,52
230,2015,A,3,17,30,0,0,3,48,14,4,13,21,21
230,2016,A,2,8,26,0,0,2,44,21,8,21,39,9
230,2017,A,5,8,21,67,2,3,57,17,6,12,8,23
230,2018,A,6,10,31,0,0,3,54,16,12,12,17,7
230,2019,A,1,14,37,0,0,8,40,17,2,14,8,21
230,2015,H,2,13,27,50,1,2,53,19,2,13,27,6
230,2016,H,2,4,35,0,0,4,56,18,6,16,26,4
230,2017,H,3,6,32,50,2,4,43,13,14,13,10,20
230,2018,H,5,6,37,0,0,5,46,15,11,16,16,8
230,2019,H,4,16,38,14,1,7,60,16,14,11,16,25
231,2015,A,3,6,34,33,1,3,58,16,6,8,25,19
231,2016,A,0,2,22,0,0,1,31,17,7,4,21,28
231,2017,A,4,30,43,14,1,7,52,13,7,18,26,26
231,2018,A,5,9,42,100,2,2,50,13,4,8,28,54
231,2019,A,3,12,37,0,0,5,44,14,7,13,9,53
231,2015,H,6,8,22,50,1,2,42,21,7,14,31,3
231,2016,H,1,2,33,0,0,1,69,13,11,9,14,12
231,2017,H,3,21,36,0,0,5,48,12,4,22,28,24
231,2018,H,3,9,30,0,0,2,50,24,8,10,29,9
231,2019,H,4,10,43,33,2,6,56,11,15,17,11,20
232,2015,A,5,13,32,67,2,3,56,15,4,2,32,15
232,2016,A,1,6,22,0,0,2,48,13,4,12,16,15
232,2017,A,2,4,37,25,1,4,59,15,6,13,27,30
232,2018,A,2,8,37,0,0,5,42,12,7,8,24,2
232,2019,A,2,10,27,0,0,2,46,13,6,5,16,19
232,2015,H,2,11,20,25,1,4,44,15,2,10,34,4
232,2016,H,2,4,27,0,0,3,52,18,7,4,23,29
232,2017,H,4,8,19,0,0,2,42,18,15,15,18,10
232,2018,H,4,10,27,0,0,4,58,15,8,10,21,14
232,2019,H,1,6,34,0,0,4,54,12,12,5,29,23
233,2015,A,3,6,21,0,0,0,46,21,13,8,25,30
233,2016,A,2,17,34,0,0,1,49,10,10,13,33,18
233,2017,A,2,2,33,0,0,4,50,13,10,10,15,6
233,2018,A,4,4,34,50,1,2,49,16,3,5,24,12
233,2019,A,4,4,26,0,0,2,51,16,3,15,23,30
233,2015,H,2,0,39,33,1,3,54,9,20,10,11,12
233,2016,H,6,7,32,0,0,1,51,12,13,12,20,10
233,2017,H,4,8,33,0,0,1,50,21,13,11,23,3
233,2018,H,3,4,38,0,0,2,51,13,4,11,18,16
233,2019,H,2,4,31,0,0,2,49,12,3,13,23,24
234,2015,A,2,8,35,33,1,3,58,10,10,8,19,23
234,2016,A,4,6,24,0,0,3,48,17,12,10,25,13
234,2017,A,5,4,30,25,1,4,34,22,14,25,22,14
234,2018,A,3,2,36,0,0,3,49,11,1,12,9,28
234,2019,A,2,6,21,0,0,3,56,16,13,11,13,16
234,2015,H,3,6,25,50,2,4,42,21,9,9,25,9
234,2016,H,3,6,37,33,1,3,52,13,7,13,25,8
234,2017,H,1,8,33,0,0,2,66,11,19,25,25,28
234,2018,H,4,6,22,0,0,1,51,18,7,13,23,25
234,2019,H,4,6,32,0,0,3,44,10,10,10,30,28
235,2015,A,1,4,31,25,1,4,56,21,3,3,19,20
235,2016,A,4,25,22,33,1,3,44,10,4,7,14,14
235,2017,A,3,8,32,0,0,2,53,14,11,7,46,22
235,2018,A,3,6,24,33,1,3,47,18,2,8,18,30
235,2019,A,1,6,36,0,0,2,58,12,6,9,23,17
235,2015,H,3,8,29,50,1,2,44,12,6,5,14,14
235,2016,H,3,13,28,50,2,4,56,6,3,6,23,17
235,2017,H,2,4,34,0,0,4,47,14,15,9,32,1
235,2018,H,1,6,28,0,0,3,53,14,3,15,18,26
235,2019,H,5,4,31,67,2,3,42,17,10,18,14,3
236,2015,A,3,6,19,100,1,1,39,16,2,0,33,7
236,2016,A,1,7,24,25,1,4,38,10,3,1,36,7
236,2017,A,1,6,39,0,0,4,33,10,7,12,21,16
236,2018,A,1,8,39,0,0,3,40,16,7,9,39,1
236,2019,A,5,6,25,67,2,3,59,15,11,7,20,19
236,2015,H,2,2,38,33,1,3,61,8,5,4,35,13
236,2016,H,4,13,31,100,1,1,62,12,3,4,32,19
236,2017,H,3,10,31,0,0,2,67,16,10,9,19,4
236,2018,H,6,6,32,0,0,4,60,16,3,22,23,10
236,2019,H,2,6,34,33,1,3,41,21,16,18,15,22
237,2015,A,1,8,23,0,0,3,41,24,10,10,17,10
237,2016,A,1,13,27,17,1,6,47,14,4,6,15,20
237,2017,A,3,8,35,0,0,3,39,28,6,11,25,30
237,2018,A,2,10,36,67,2,3,48,19,9,8,24,29
237,2019,A,1,12,38,0,0,5,46,20,7,12,29,54
237,2015,H,1,6,22,25,1,4,59,16,8,11,24,18
237,2016,H,0,19,27,0,0,2,53,13,8,14,11,30
237,2017,H,0,8,41,0,0,3,61,22,5,16,17,8
237,2018,H,1,6,34,20,1,5,53,14,17,13,19,15
237,2019,H,2,10,37,17,1,6,54,19,7,18,23,10
238,2015,A,3,10,22,33,1,3,57,22,6,5,54,1
238,2016,A,0,2,27,0,0,3,46,15,4,12,13,16
238,2017,A,2,6,29,33,1,3,42,12,7,5,25,53
238,2018,A,2,4,30,50,2,4,46,15,4,9,27,3
238,2019,A,5,10,31,25,1,4,50,15,13,10,16,15
238,2015,H,2,6,29,20,1,5,44,8,5,1,24,16
238,2016,H,4,6,24,0,0,1,54,18,13,17,20,52
238,2017,H,2,6,38,0,0,3,58,14,7,6,30,19
238,2018,H,3,8,31,0,0,2,55,4,9,24,23,17
238,2019,H,4,8,36,20,1,5,50,10,15,15,7,13
239,2015,A,3,8,38,0,0,4,37,22,4,10,21,52
239,2016,A,2,4,33,0,0,1,47,17,0,12,10,1
239,2017,A,3,9,42,33,1,3,56,10,11,12,12,17
239,2018,A,0,10,33,0,0,4,33,16,7,3,17,28
239,2019,A,4,2,39,0,0,2,49,12,10,14,19,5
239,2015,H,6,8,34,50,2,4,63,25,6,11,22,25
239,2016,H,1,2,24,0,0,2,53,27,1,9,22,25
239,2017,H,6,11,34,0,0,2,44,16,18,11,13,20
239,2018,H,4,10,31,0,0,4,67,18,14,2,16,19
239,2019,H,3,4,23,0,0,1,51,16,9,12,26,2
240,2015,A,1,6,28,0,0,4,43,10,8,6,24,22
240,2016,A,1,10,33,25,1,4,40,15,3,2,25,26
240,2017,A,1,27,20,0,0,5,48,15,5,13,11,23
240,2018,A,2,8,30,0,0,4,46,15,4,4,21,21
240,2019,A,2,12,24,0,0,0,50,13,4,6,34,8
240,2015,H,4,8,21,33,1,3,57,15,7,3,28,53
240,2016,H,4,10,30,0,0,4,60,20,14,4,30,21
240,2017,H,4,15,35,50,3,6,53,12,6,11,10,24
240,2018,H,5,8,24,50,2,4,54,10,8,11,28,52
240,2019,H,3,0,43,0,0,6,50,12,9,8,27,4
241,2015,A,1,6,32,0,0,3,54,14,0,11,38,2
241,2016,A,7,8,25,67,2,3,49,21,6,5,13,3
241,2017,A,5,10,43,20,1,5,48,7,4,4,13,14
241,2018,A,5,9,43,0,0,4,57,11,0,10,15,30
241,2019,A,4,4,19,50,1,2,39,17,11,7,18,3
241,2015,H,2,6,22,33,1,3,46,15,5,15,33,26
241,2016,H,2,6,38,0,0,4,51,6,4,12,13,23
241,2017,H,2,14,24,0,0,3,52,13,1,17,23,26
241,2018,H,1,13,21,50,1,2,43,15,1,15,35,24
241,2019,H,2,4,47,0,0,2,61,4,11,18,22,12
242,2015,A,2,12,28,25,1,4,51,15,1,2,38,29
242,2016,A,1,13,35,0,0,4,49,8,2,13,29,22
242,2017,A,4,15,31,0,0,3,40,11,5,8,16,13
242,2018,A,3,4,39,0,0,4,46,12,3,7,10,23
242,2019,A,2,4,28,0,0,2,48,18,3,7,33,26
242,2015,H,1,8,29,0,0,6,49,15,1,12,20,5
242,2016,H,4,15,27,33,1,3,51,17,8,9,28,24
242,2017,H,1,15,25,50,1,2,60,15,6,7,23,7
242,2018,H,3,8,37,0,0,2,54,10,4,10,17,7
242,2019,H,3,4,33,0,0,2,52,10,4,8,30,9
243,2015,A,3,9,29,0,0,2,49,27,9,12,19,20
243,2016,A,1,28,26,0,0,4,44,18,20,11,21,5
243,2017,A,2,10,35,25,1,4,50,17,5,17,23,6
243,2018,A,0,6,33,0,0,4,60,12,6,7,19,16
243,2019,A,2,12,38,25,1,4,66,13,7,12,29,23
243,2015,H,2,9,36,0,0,2,51,10,4,4,19,15
243,2016,H,7,12,39,29,2,7,56,11,14,11,21,15
243,2017,H,3,8,33,20,1,5,50,15,5,14,25,10
243,2018,H,4,8,25,0,0,3,40,21,4,9,19,4
243,2019,H,5,8,37,33,2,6,34,11,8,12,23,16
244,2015,A,3,6,14,0,0,1,51,16,2,2,28,28
244,2016,A,1,8,21,0,0,3,43,27,5,8,19,53
244,2017,A,1,17,28,0,0,4,43,15,7,13,17,5
244,2018,A,5,6,34,20,1,5,44,9,6,10,13,18
244,2019,A,4,12,24,25,1,4,53,22,9,2,22,18
244,2015,H,2,4,28,0,0,2,49,3,3,9,23,17
244,2016,H,2,8,24,0,0,3,57,6,11,7,24,20
244,2017,H,4,13,31,33,2,6,57,15,12,19,30,15
244,2018,H,4,10,24,33,1,3,57,11,8,9,19,25
244,2019,H,9,8,45,33,2,6,47,17,10,14,16,21
245,2015,A,4,13,29,0,0,5,43,20,4,9,31,2
245,2016,A,4,12,38,67,2,3,45,10,3,7,14,14
245,2017,A,3,4,29,0,0,1,57,11,4,4,6,12
245,2018,A,1,8,41,0,0,3,47,12,15,8,20,10
245,2019,A,2,12,23,0,0,3,54,14,4,9,18,1
245,2015,H,1,17,25,33,1,3,57,21,2,12,36,24
245,2016,H,1,8,33,20,1,5,55,12,4,8,22,7
245,2017,H,1,2,26,0,0,2,43,19,7,13,18,29
245,2018,H,5,6,34,50,2,4,53,12,9,16,22,6
245,2019,H,5,6,38,33,2,6,46,9,9,9,16,20
246,2015,A,1,23,34,50,1,2,45,17,6,11,30,3
246,2016,A,2,2,32,0,0,1,44,21,11,6,32,52
246,2017,A,0,8,14,0,0,4,36,23,6,7,13,2
246,2018,A,4,4,38,67,2,3,61,23,7,14,31,54
246,2019,A,3,8,33,25,1,4,50,15,5,6,24,29
246,2015,H,1,11,23,33,1,3,55,15,7,10,27,9
246,2016,H,5,2,22,0,0,1,56,20,10,11,32,4
246,2017,H,5,8,29,25,1,4,64,10,5,7,15,25
246,2018,H,5,6,27,0,0,2,39,11,7,17,25,8
246,2019,H,2,10,32,0,0,3,50,11,3,4,20,53
247,2015,A,1,2,23,33,1,3,51,11,6,19,13,17
247,2016,A,1,8,27,0,0,4,51,7,4,11,35,13
247,2017,A,4,4,32,0,0,2,63,13,5,5,18,9
247,2018,A,6,6,34,50,2,4,55,20,8,4,18,9
247,2019,A,5,30,26,0,0,3,56,8,9,5,23,30
247,2015,H,3,6,31,0,0,1,49,16,5,11,24,6
247,2016,H,6,8,30,0,0,4,49,18,9,14,19,10
247,2017,H,3,4,19,50,1,2,37,17,5,10,26,21
247,2018,H,4,8,28,33,1,3,45,9,8,5,24,14
247,2019,H,6,17,31,50,2,4,44,21,10,15,28,28
248,2015,A,2,6,32,33,1,3,48,11,2,6,17,28
248,2016,A,5,18,40,0,0,4,48,18,6,9,17,18
248,2017,A,2,8,29,17,1,6,67,15,14,13,29,52
248,2018,A,2,12,31,0,0,4,52,9,7,12,16,2
248,2019,A,2,15,28,25,1,4,51,11,5,7,21,6
248,2015,H,1,6,31,0,0,3,52,8,3,7,27,7
248,2016,H,1,14,31,17,1,6,52,11,4,12,29,9
248,2017,H,5,12,27,25,1,4,33,18,15,13,18,54
248,2018,H,4,10,31,20,1,5,48,11,19,24,7,13
248,2019,H,4,13,32,40,2,5,49,15,3,17,27,17
249,2015,A,2,10,45,33,1,3,40,15,6,11,16,23
249,2016,A,2,8,31,0,0,6,39,6,5,5,8,28
249,2017,A,2,6,29,50,1,2,53,6,7,14,23,22
249,2018,A,0,6,39,0,0,4,50,10,7,3,31,53
249,2019,A,3,6,34,25,1,4,69,10,3,8,18,14
249,2015,H,4,8,40,25,1,4,60,17,14,11,22,10
249,2016,H,3,12,25,25,1,4,61,17,3,4,18,19
249,2017,H,4,4,34,67,2,3,47,11,17,16,18,3
249,2018,H,4,10,32,0,0,2,50,25,10,8,32,5
249,2019,H,2,10,22,0,0,2,31,9,3,4,29,7
250,2015,A,6,8,24,50,1,2,51,22,4,16,29,21
250,2016,A,0,8,25,0,0,2,43,18,4,3,12,6
250,2017,A,4,15,25,33,1,3,45,11,16,7,29,10
250,2018,A,3,10,32,0,0,2,55,20,8,8,28,17
250,2019,A,1,6,33,0,0,2,53,16,5,13,13,23
250,2015,H,1,4,40,0,0,4,49,9,5,14,21,8
250,2016,H,1,6,29,0,0,3,57,15,9,6,13,30
250,2017,H,1,13,39,0,0,4,55,16,15,7,30,6
250,2018,H,3,4,52,20,1,5,45,12,12,7,35,12
250,2019,H,4,4,35,33,1,3,47,12,9,11,16,52
251,2015,A,4,18,23,25,1,4,53,8,6,12,32,13
251,2016,A,2,14,36,0,0,2,49,17,3,6,12,21
251,2017,A,1,7,35,33,1,3,39,12,2,12,32,7
251,2018,A,4,9,19,0,0,2,38,16,6,4,22,3
251,2019,A,0,6,29,0,0,4,41,20,9,8,18,1
251,2015,H,4,22,28,0,0,2,47,16,4,6,23,14
251,2016,H,3,4,22,29,2,7,51,25,5,8,7,25
251,2017,H,2,11,29,100,1,1,61,6,5,19,32,8
251,2018,H,4,9,38,50,1,2,62,13,7,9,26,29
251,2019,H,4,8,32,33,1,3,59,10,10,9,16,22
252,2015,A,0,12,21,0,0,3,43,9,7,4,19,5
252,2016,A,2,4,36,50,1,2,36,14,2,4,33,53
252,2017,A,3,14,18,25,1,4,41,20,9,11,19,21
252,2018,A,1,6,36,0,0,1,44,15,4,11,15,20
252,2019,A,1,6,38,25,1,4,43,15,7,14,6,13
252,2015,H,4,10,37,25,1,4,57,5,11,5,20,1
252,2016,H,3,4,42,50,1,2,64,14,4,7,23,23
252,2017,H,4,10,40,33,2,6,59,15,7,6,20,9
252,2018,H,0,2,21,0,0,3,56,13,5,9,17,26
252,2019,H,2,8,36,0,0,3,57,20,12,21,20,2
253,2015,A,3,8,19,0,0,1,52,13,4,12,27,4
253,2016,A,2,4,29,0,0,3,47,14,4,11,24,1
253,2017,A,1,0,32,0,0,2,48,13,5,8,16,29
253,2018,A,3,6,18,0,0,2,47,23,6,9,24,30
253,2019,A,2,6,32,33,1,3,45,13,2,6,17,4
253,2015,H,2,4,21,33,1,3,48,22,7,6,31,12
253,2016,H,3,6,23,0,0,2,53,17,4,9,43,24
253,2017,H,1,4,33,0,0,0,52,10,6,13,18,17
253,2018,H,2,6,31,0,0,2,53,8,2,9,17,19
253,2019,H,2,6,40,0,0,3,55,17,3,11,19,10
254,2015,A,2,38,29,0,0,5,56,2,1,3,10,53
254,2016,A,2,9,30,0,0,1,44,7,1,5,34,22
254,2017,A,1,8,33,0,0,4,67,9,11,8,17,13
254,2018,A,1,6,35,20,1,5,41,11,8,9,12,9
254,2019,A,2,12,33,33,1,3,52,15,9,14,16,26
254,2015,H,5,30,21,50,2,4,44,15,2,2,21,29
254,2016,H,4,7,25,0,0,2,57,13,2,6,29,26
254,2017,H,2,10,21,50,1,2,33,12,13,10,20,1
254,2018,H,5,10,40,33,1,3,59,13,10,10,20,13
254,2019,H,3,6,37,33,2,6,48,12,11,13,22,8
255,2015,A,0,84,20,0,0,4,44,3,3,3,18,52
255,2016,A,3,4,35,20,1,5,55,16,5,14,22,5
255,2017,A,1,6,27,0,0,3,50,18,4,8,15,30
255,2018,A,4,4,22,33,2,6,48,11,11,3,18,53
255,2019,A,1,13,39,25,1,4,56,11,6,8,31,12
255,2015,H,7,72,34,40,2,5,57,13,5,5,16,18
255,2016,H,2,10,22,50,1,2,45,24,5,12,38,2
255,2017,H,0,6,32,0,0,3,50,12,3,8,19,4
255,2018,H,1,12,39,0,0,2,52,14,5,10,20,15
255,2019,H,4,13,30,0,0,4,44,18,7,31,35,9
256,2015,A,4,19,27,20,1,5,56,5,5,0,6,16
256,2016,A,0,7,25,0,0,4,57,11,7,14,18,17
256,2017,A,4,6,30,0,0,4,35,15,23,7,21,16
256,2018,A,1,14,38,0,0,4,42,8,7,9,25,54
256,2019,A,3,8,43,0,0,2,49,5,7,5,19,7
256,2015,H,2,17,31,17,1,6,44,12,4,3,25,19
256,2016,H,1,8,28,0,0,2,43,11,15,22,31,15
256,2017,H,3,8,38,0,0,3,65,25,20,14,16,12
256,2018,H,4,8,37,14,1,7,58,7,10,8,20,6
256,2019,H,5,16,40,67,2,3,51,18,4,5,12,14
257,2015,A,2,12,24,0,0,4,48,17,8,6,10,30
257,2016,A,2,4,27,0,0,2,41,14,3,6,7,3
257,2017,A,5,10,29,0,0,1,49,15,9,8,21,2
257,2018,A,2,6,36,0,0,3,39,11,7,9,23,1
257,2019,A,2,6,31,0,0,2,52,12,9,7,35,16
257,2015,H,3,12,36,25,1,4,52,19,9,12,15,25
257,2016,H,4,4,24,0,0,2,59,12,6,7,20,29
257,2017,H,2,6,37,0,0,3,52,15,10,2,24,19
257,2018,H,5,10,28,0,0,1,61,25,4,17,20,52
257,2019,H,2,4,31,0,0,3,48,14,10,11,26,5
258,2015,A,3,8,25,0,0,3,47,19,5,5,21,22
258,2016,A,2,16,33,0,0,1,52,16,8,5,30,8
258,2017,A,4,14,30,0,0,4,50,18,4,11,22,5
258,2018,A,1,8,30,0,0,0,51,16,7,3,18,20
258,2019,A,2,14,32,25,1,4,47,7,7,7,19,54
258,2015,H,4,6,28,0,0,4,53,11,4,10,24,26
258,2016,H,3,2,18,0,0,2,48,14,16,12,23,12
258,2017,H,4,10,28,33,2,6,50,23,7,11,24,18
258,2018,H,3,2,29,0,0,3,49,14,11,8,21,28
258,2019,H,5,10,34,17,1,6,53,14,5,9,27,15
259,2015,A,3,4,26,0,0,3,49,6,7,3,23,10
259,2016,A,3,10,24,100,1,1,42,16,10,7,6,16
259,2017,A,4,8,21,50,1,2,51,19,1,1,28,52
259,2018,A,4,6,28,50,1,2,49,19,7,10,18,21
259,2019,A,4,6,24,100,1,1,34,13,2,7,20,30
259,2015,H,4,6,30,0,0,2,51,18,11,12,20,3
259,2016,H,2,2,30,0,0,5,58,14,7,12,12,20
259,2017,H,1,4,30,0,0,4,49,12,5,6,28,53
259,2018,H,1,4,27,0,0,3,51,5,11,10,36,22
259,2019,H,3,2,35,0,0,3,66,7,4,8,26,53
260,2015,A,1,2,26,0,0,2,44,16,8,15,39,20
260,2016,A,3,17,18,50,1,2,52,21,9,13,27,14
260,2017,A,0,8,41,0,0,5,48,15,8,14,22,23
260,2018,A,1,17,26,0,0,4,43,14,5,5,18,23
260,2019,A,2,17,41,25,1,4,45,16,7,2,20,29
260,2015,H,4,4,41,0,0,1,56,17,12,12,30,16
260,2016,H,0,11,32,0,0,5,48,6,5,8,30,4
260,2017,H,5,23,31,0,0,4,53,21,21,16,21,28
260,2018,H,2,13,27,17,1,6,57,15,12,22,23,3
260,2019,H,4,8,36,50,1,2,55,14,12,9,15,21
261,2015,A,2,8,33,33,1,3,65,20,10,9,23,53
261,2016,A,2,2,23,0,0,2,48,7,3,6,36,1
261,2017,A,1,23,30,0,0,0,53,10,6,11,27,22
261,2018,A,2,6,35,0,0,0,40,13,10,5,27,16
261,2019,A,3,6,28,50,2,4,47,12,9,7,19,19
261,2015,H,5,6,32,25,1,4,35,11,15,13,36,2
261,2016,H,4,4,28,0,0,1,52,13,3,4,38,26
261,2017,H,1,7,19,0,0,3,47,19,7,16,28,15
261,2018,H,3,2,40,100,2,2,60,12,16,20,32,12
261,2019,H,2,10,29,0,0,2,53,8,8,24,19,20
262,2015,A,4,6,20,0,0,0,43,19,5,8,34,24
262,2016,A,1,10,12,0,0,4,30,16,8,11,36,52
262,2017,A,7,8,38,67,2,3,54,29,2,8,22,1
262,2018,A,2,15,28,33,1,3,45,24,7,8,15,29
262,2019,A,1,8,25,0,0,4,55,17,11,9,23,18
262,2015,H,1,0,25,0,0,3,57,13,11,13,14,12
262,2016,H,4,10,38,25,1,4,70,10,3,6,18,6
262,2017,H,5,8,44,67,2,3,46,13,7,7,15,16
262,2018,H,1,13,27,0,0,4,55,24,8,21,25,25
262,2019,H,1,8,32,0,0,4,46,16,15,12,24,28
263,2015,A,3,8,26,33,2,6,42,21,6,17,30,23
263,2016,A,1,12,47,50,1,2,44,13,10,10,14,5
263,2017,A,2,2,37,50,1,2,48,22,5,14,17,14
263,2018,A,1,9,35,0,0,7,45,10,4,13,17,18
263,2019,A,5,13,35,33,1,3,76,9,13,22,28,13
263,2015,H,4,12,36,0,0,4,59,13,10,16,30,8
263,2016,H,1,8,33,0,0,4,56,15,6,5,25,7
263,2017,H,1,4,29,0,0,1,52,19,8,12,27,24
263,2018,H,1,19,30,0,0,2,55,18,0,16,6,24
263,2019,H,5,11,34,50,2,4,24,15,11,15,25,3
264,2015,A,4,4,37,0,0,2,39,18,10,6,17,17
264,2016,A,1,12,32,25,1,4,48,13,9,9,37,10
264,2017,A,2,8,33,0,0,3,48,22,5,6,14,28
264,2018,A,1,4,30,0,0,1,57,9,1,5,33,14
264,2019,A,2,6,28,0,0,1,37,9,9,9,13,25
264,2015,H,3,4,25,50,1,2,61,15,10,12,14,9
264,2016,H,2,15,29,20,1,5,53,27,6,21,33,8
264,2017,H,1,6,27,25,1,4,52,14,3,18,22,26
264,2018,H,2,4,19,0,0,1,43,17,9,9,19,7
264,2019,H,3,2,29,33,1,3,64,8,7,15,25,52
265,2015,A,0,8,39,0,0,3,54,11,2,3,27,14
265,2016,A,4,4,23,0,0,0,41,29,7,10,25,13
265,2017,A,1,8,26,33,1,3,54,16,9,5,34,25
265,2018,A,2,6,31,33,1,3,51,8,11,4,32,5
265,2019,A,2,6,27,50,1,2,47,23,1,4,13,1
265,2015,H,1,8,20,0,0,3,46,10,9,9,25,13
265,2016,H,1,0,40,0,0,2,59,11,6,11,28,9
265,2017,H,5,6,28,25,1,4,46,19,16,16,21,12
265,2018,H,4,8,35,0,0,2,49,14,10,3,16,1
265,2019,H,1,4,31,33,1,3,53,15,7,8,24,23
266,2015,A,2,15,18,0,0,5,57,11,5,3,29,52
266,2016,A,5,12,30,0,0,3,51,11,9,5,17,22
266,2017,A,4,10,24,100,1,1,41,14,12,14,18,19
266,2018,A,2,20,24,20,1,5,43,14,1,15,16,23
266,2019,A,2,4,19,0,0,2,51,5,8,4,22,54
266,2015,H,3,15,28,20,1,5,43,12,2,1,18,19
266,2016,H,2,6,33,33,2,6,49,15,7,7,17,25
266,2017,H,7,6,37,33,1,3,59,11,20,16,15,20
266,2018,H,5,20,34,20,1,5,57,9,5,14,15,2
266,2019,H,3,4,19,50,1,2,49,13,2,18,25,17
267,2015,A,5,6,28,40,2,5,46,12,4,8,21,28
267,2016,A,1,6,31,33,1,3,49,14,2,2,29,18
267,2017,A,4,14,32,67,2,3,39,20,5,9,28,7
267,2018,A,2,2,30,33,1,3,32,21,12,11,25,13
267,2019,A,2,4,29,0,0,2,39,13,16,9,29,4
267,2015,H,4,10,29,67,2,3,54,13,7,8,33,6
267,2016,H,3,6,34,0,0,3,51,15,7,3,18,19
267,2017,H,5,10,45,20,1,5,61,4,4,5,35,5
267,2018,H,1,6,31,0,0,1,68,15,7,11,30,4
267,2019,H,2,4,28,0,0,2,61,14,8,13,29,6
268,2015,A,3,6,29,0,0,1,61,14,8,5,11,25
268,2016,A,3,10,37,50,1,2,51,18,4,1,27,21
268,2017,A,2,4,25,0,0,2,59,26,5,10,32,29
268,2018,A,1,10,25,0,0,5,46,12,4,8,20,53
268,2019,A,4,12,57,40,2,5,48,15,8,5,18,10
268,2015,H,1,2,25,33,1,3,39,15,9,8,25,7
268,2016,H,2,6,43,25,1,4,49,17,6,3,15,30
268,2017,H,1,4,29,0,0,2,41,22,5,20,29,8
268,2018,H,6,12,26,25,1,4,54,19,7,19,7,17
268,2019,H,5,14,34,20,1,5,52,13,11,8,25,16
269,2015,A,2,10,40,50,1,2,36,12,3,8,33,26
269,2016,A,2,13,45,0,0,3,51,13,2,2,15,28
269,2017,A,3,17,43,0,0,2,50,8,4,10,15,25
269,2018,A,5,19,33,0,0,2,51,20,2,6,9,15
269,2019,A,6,10,31,50,2,4,43,15,8,16,15,22
269,2015,H,2,4,38,20,1,5,64,14,3,8,39,4
269,2016,H,3,11,26,25,1,4,49,15,5,7,32,53
269,2017,H,3,11,29,40,2,5,50,8,3,20,13,13
269,2018,H,2,11,28,17,1,6,49,9,10,3,21,30
