gameid,season,homeOrAway,teamSkaterStatsgoals,teamSkaterStatspim,teamSkaterStatsshots,teamSkaterStatspowerPlayPercentage,teamSkaterStatspowerPlayGoals,teamSkaterStatspowerPlayOpportunities,teamSkaterStatsfaceOffWinPercentage,teamSkaterStatsblocked,teamSkaterStatstakeaways,teamSkaterStatsgiveaways,teamSkaterStatshits,teamid
997,2019,A,2,0,34,0,0,1,32,11,10,6,31,7
997,2015,H,4,6,28,0,0,2,47,18,3,17,40,8
997,2016,H,4,8,40,50,1,2,42,16,9,21,23,13
997,2017,H,3,6,27,40,2,5,45,18,5,8,32,23
997,2018,H,0,4,34,0,0,2,42,8,4,11,28,24
997,2019,H,4,2,28,0,0,0,68,24,15,7,28,54
998,2015,A,1,10,33,0,0,0,53,17,5,5,30,6
998,2016,A,3,4,26,50,1,2,50,14,6,2,30,24
998,2017,A,5,4,38,20,1,5,56,22,6,8,31,9
998,2018,A,3,6,25,50,1,2,42,22,10,7,18,21
998,2019,A,2,16,30,20,1,5,42,17,3,12,20,5
998,2015,H,0,2,42,0,0,4,47,7,4,8,18,14
998,2016,H,4,4,35,0,0,2,50,13,2,6,21,19
998,2017,H,4,10,29,50,1,2,44,13,16,12,24,54
998,2018,H,4,4,40,33,1,3,58,13,11,12,13,28
998,2019,H,3,14,21,17,1,6,58,14,5,11,28,24
999,2015,A,4,16,31,0,0,5,49,23,8,7,22,18
999,2016,A,2,4,31,0,0,2,24,15,8,21,17,5
999,2017,A,2,8,36,0,0,4,43,11,6,15,20,29
999,2018,A,4,2,24,0,0,1,53,17,8,4,15,22
999,2019,A,4,12,30,33,1,3,51,23,6,13,14,6
999,2015,H,2,10,23,0,0,4,51,12,5,5,34,52
999,2016,H,2,4,42,50,1,2,76,15,12,19,30,22
999,2017,H,4,12,35,0,0,2,57,9,4,13,19,24
999,2018,H,0,2,30,0,0,1,47,7,6,13,27,29
999,2019,H,0,6,25,0,0,6,49,17,4,21,26,2
1000,2015,A,3,11,22,50,1,2,51,16,8,6,15,28
1000,2016,A,1,11,27,0,0,2,44,16,15,10,28,4
1000,2017,A,6,4,43,20,1,5,60,11,3,10,16,4
1000,2018,A,3,6,32,0,0,2,44,8,3,8,13,16
1000,2019,A,3,10,21,50,1,2,46,11,6,6,19,20
1000,2015,H,0,9,31,0,0,2,49,14,9,9,19,22
1000,2016,H,2,9,27,33,1,3,56,13,16,14,26,6
1000,2017,H,6,12,35,100,1,1,40,11,12,6,16,14
1000,2018,H,6,6,25,100,2,2,56,16,5,10,21,26
1000,2019,H,4,6,33,50,2,4,54,17,13,7,24,14
1001,2015,A,3,10,27,0,0,1,52,13,11,7,26,2
1001,2016,A,3,13,25,0,0,2,64,18,4,6,30,18
1001,2017,A,2,19,37,0,0,4,48,13,3,14,23,19
1001,2018,A,0,2,20,0,0,2,58,14,11,5,30,1
1001,2019,A,1,0,33,0,0,1,42,17,5,12,17,1
1001,2015,H,3,6,36,50,2,4,49,10,7,6,22,10
1001,2016,H,1,9,26,0,0,4,36,18,9,16,23,28
1001,2017,H,3,25,34,0,0,1,52,13,5,13,30,25
1001,2018,H,1,4,30,100,1,1,42,12,11,14,22,6
1001,2019,H,2,2,38,0,0,0,58,10,4,5,32,26
1002,2015,A,2,6,35,25,1,4,49,18,6,4,12,16
1002,2016,A,3,28,36,0,0,3,38,12,0,4,11,29
1002,2017,A,5,4,25,40,2,5,48,10,1,7,7,16
1002,2018,A,2,9,37,0,0,2,36,17,7,10,27,7
1002,2019,A,2,6,29,0,0,3,48,9,5,12,12,16
1002,2015,H,2,19,30,67,2,3,51,7,7,3,34,19
1002,2016,H,5,34,31,40,2,5,62,14,6,3,22,7
1002,2017,H,3,10,32,0,0,2,53,19,3,15,34,26
1002,2018,H,5,9,32,0,0,2,64,13,4,12,27,10
1002,2019,H,2,6,40,0,0,3,53,14,13,15,11,13
1003,2015,A,2,8,26,0,0,2,46,11,6,4,17,18
1003,2016,A,2,42,34,0,0,3,52,10,3,9,23,13
1003,2017,A,1,12,28,0,0,4,37,18,9,13,30,8
1003,2018,A,5,6,25,33,1,3,48,20,7,15,25,5
1003,2019,A,2,8,27,0,0,2,46,15,8,10,20,23
1003,2015,H,3,6,34,0,0,3,55,23,11,10,17,20
1003,2016,H,3,20,34,25,1,4,49,10,13,8,18,14
1003,2017,H,2,8,50,17,1,6,63,6,9,10,22,6
1003,2018,H,1,6,37,0,0,3,52,9,7,18,38,8
1003,2019,H,4,4,30,0,0,4,54,20,7,17,10,10
1004,2015,A,0,8,37,0,0,3,57,12,10,3,20,24
1004,2016,A,3,4,26,0,0,2,47,18,16,3,23,10
1004,2017,A,2,4,27,0,0,2,56,17,5,2,34,2
1004,2018,A,1,8,37,0,0,3,49,15,7,4,20,9
1004,2019,A,3,8,30,0,0,2,44,22,2,13,24,12
1004,2015,H,3,10,26,0,0,2,43,20,13,4,26,21
1004,2016,H,2,4,38,50,1,2,53,10,21,11,19,12
1004,2017,H,3,4,50,50,1,2,44,18,5,7,22,5
1004,2018,H,5,8,34,0,0,3,51,15,12,11,32,14
1004,2019,H,4,6,39,0,0,3,56,14,6,22,24,8
1005,2015,A,2,8,34,100,1,1,72,16,7,11,17,53
1005,2016,A,3,13,29,40,2,5,44,15,9,8,14,20
1005,2017,A,2,4,29,0,0,2,43,11,5,4,26,10
1005,2018,A,4,6,26,0,0,0,44,14,11,12,14,12
1005,2019,A,3,10,28,50,1,2,48,25,2,4,23,17
1005,2015,H,3,2,31,0,0,4,28,11,5,15,22,23
1005,2016,H,0,17,31,0,0,3,56,16,13,11,16,52
1005,2017,H,5,4,34,100,2,2,57,24,7,15,22,15
1005,2018,H,3,2,34,0,0,2,57,12,6,13,27,13
1005,2019,H,3,4,39,20,1,5,53,19,7,9,28,9
1006,2015,A,3,18,32,100,1,1,44,8,1,8,34,15
1006,2016,A,4,15,31,25,1,4,38,13,9,4,15,9
1006,2017,A,1,6,24,0,0,2,44,17,5,3,28,9
1006,2018,A,4,6,21,100,1,1,55,13,6,5,24,25
1006,2019,A,3,6,31,0,0,0,43,22,9,5,27,25
1006,2015,H,4,14,30,33,1,3,56,15,5,11,44,26
1006,2016,H,2,13,16,20,1,5,63,16,5,7,19,21
1006,2017,H,2,4,27,0,0,3,57,15,4,5,35,53
1006,2018,H,1,2,30,0,0,3,45,13,2,5,23,19
1006,2019,H,3,0,29,33,1,3,57,10,8,3,27,19
1007,2015,A,3,4,28,33,1,3,57,10,9,10,17,12
1007,2016,A,3,2,24,25,1,4,35,5,3,6,38,2
1007,2017,A,3,4,34,33,1,3,64,13,18,16,22,3
1007,2018,A,1,8,23,100,1,1,57,10,3,11,35,17
1007,2019,A,3,6,31,0,0,4,55,9,10,11,10,21
1007,2015,H,2,6,32,50,1,2,43,18,9,16,19,6
1007,2016,H,4,8,24,100,1,1,65,19,7,5,19,19
1007,2017,H,2,6,37,0,0,2,36,17,7,18,29,22
1007,2018,H,3,4,44,0,0,3,43,20,5,4,25,53
1007,2019,H,2,8,32,0,0,3,45,14,12,9,10,18
1008,2015,A,2,18,38,0,0,2,50,16,3,9,38,7
1008,2016,A,4,10,30,50,1,2,41,8,4,2,23,1
1008,2017,A,1,17,40,0,0,2,60,14,10,9,22,4
1008,2018,A,4,6,23,0,0,2,47,24,11,11,16,30
1008,2019,A,2,4,27,0,0,2,54,15,2,7,28,7
1008,2015,H,3,14,34,25,1,4,50,19,7,11,36,8
1008,2016,H,5,10,31,67,2,3,59,17,10,2,21,53
1008,2017,H,4,11,26,20,1,5,40,16,15,11,25,13
1008,2018,H,2,12,37,0,0,3,53,9,4,19,13,20
1008,2019,H,5,4,31,0,0,2,46,9,11,10,27,53
1009,2015,A,2,20,25,0,0,4,39,20,6,6,23,52
1009,2016,A,3,2,48,0,0,3,56,14,10,2,17,5
1009,2017,A,4,10,31,33,1,3,57,18,9,3,24,18
1009,2018,A,2,4,39,0,0,4,40,9,5,18,29,15
1009,2019,A,2,4,41,0,0,2,50,17,7,12,26,52
1009,2015,H,3,12,35,0,0,3,61,8,1,10,24,17
1009,2016,H,0,6,27,0,0,1,44,15,6,8,18,23
1009,2017,H,3,8,26,25,1,4,43,21,4,4,16,21
1009,2018,H,2,8,24,0,0,2,60,12,13,23,32,3
1009,2019,H,3,4,22,100,2,2,50,18,13,19,27,22
1010,2015,A,2,6,28,0,0,2,39,7,8,9,18,9
1010,2016,A,2,12,19,33,1,3,54,10,1,9,24,15
1010,2017,A,3,9,40,0,0,2,56,10,7,14,9,16
1010,2018,A,4,9,26,0,0,1,55,19,7,12,21,4
1010,2019,A,0,8,30,0,0,4,57,16,8,7,20,5
1010,2015,H,6,6,31,0,0,2,61,13,15,10,29,13
1010,2016,H,4,6,22,33,2,6,46,13,3,11,34,26
1010,2017,H,6,9,31,50,1,2,44,17,11,15,25,24
1010,2018,H,1,7,30,0,0,2,45,12,5,16,29,2
1010,2019,H,5,10,32,0,0,2,44,19,9,5,28,28
1011,2015,A,2,8,25,0,0,2,27,18,3,4,15,22
1011,2016,A,4,8,31,50,1,2,47,7,8,6,26,3
1011,2017,A,3,6,27,50,1,2,54,9,10,6,31,54
1011,2018,A,0,4,19,0,0,0,47,21,10,7,41,23
1011,2019,A,5,12,26,60,3,5,49,13,5,9,25,4
1011,2015,H,1,4,30,0,0,4,73,15,8,11,9,30
1011,2016,H,1,4,24,25,1,4,53,7,2,11,19,17
1011,2017,H,2,4,35,33,1,3,46,8,8,8,29,1
1011,2018,H,3,0,48,0,0,2,53,17,15,7,33,54
1011,2019,H,3,20,26,50,3,6,51,6,8,9,27,3
1012,2015,A,3,6,16,0,0,1,54,26,6,8,21,1
1012,2016,A,2,6,44,0,0,1,45,8,3,3,25,30
1012,2017,A,3,6,23,50,1,2,58,14,8,5,31,52
1012,2018,A,1,21,26,25,1,4,44,20,10,10,29,21
1012,2019,A,3,6,28,100,1,1,49,10,7,13,14,20
1012,2015,H,0,2,30,0,0,3,46,15,11,19,20,28
1012,2016,H,4,2,22,0,0,3,55,17,8,8,10,16
1012,2017,H,2,4,35,0,0,3,42,6,12,16,24,12
1012,2018,H,2,12,23,33,1,3,56,15,10,15,30,24
1012,2019,H,0,2,38,0,0,3,51,16,17,23,21,13
1013,2015,A,3,8,31,33,1,3,46,13,1,2,13,5
1013,2016,A,4,13,41,0,0,2,33,18,5,13,20,8
1013,2017,A,1,13,29,0,0,2,53,15,6,6,17,17
1013,2018,A,3,4,33,33,1,3,42,16,11,7,30,9
1013,2019,A,3,9,39,33,1,3,52,10,2,9,21,23
1013,2015,H,2,10,27,0,0,2,54,14,3,4,26,29
1013,2016,H,1,11,25,0,0,3,67,14,8,11,24,22
1013,2017,H,4,11,27,33,1,3,47,12,7,1,11,30
1013,2018,H,2,6,32,0,0,2,58,12,17,15,21,13
1013,2019,H,5,11,35,100,2,2,48,18,4,5,34,29
1014,2015,A,3,4,23,67,2,3,51,20,6,3,17,4
1014,2016,A,2,22,27,20,1,5,44,12,3,12,26,15
1014,2017,A,4,8,28,0,0,2,40,11,4,9,23,29
1014,2018,A,5,23,26,0,0,3,44,13,7,5,20,52
1014,2019,A,4,19,30,50,1,2,38,15,3,6,8,15
1014,2015,H,1,8,19,0,0,1,49,8,3,14,25,14
1014,2016,H,5,10,32,17,1,6,56,20,9,13,23,24
1014,2017,H,2,4,35,0,0,4,60,17,7,7,29,28
1014,2018,H,2,11,42,25,1,4,56,10,5,6,19,29
1014,2019,H,3,15,40,50,2,4,62,9,4,7,15,30
1015,2015,A,2,8,29,33,1,3,33,12,3,4,16,24
1015,2016,A,1,10,30,0,0,2,55,10,21,25,18,25
1015,2017,A,3,9,41,100,2,2,43,5,1,13,23,10
1015,2018,A,2,4,43,0,0,2,53,17,4,1,22,18
1015,2019,A,3,4,34,67,2,3,50,21,3,9,27,1
1015,2015,H,5,8,23,0,0,3,67,11,11,3,20,19
1015,2016,H,5,4,26,0,0,5,45,15,12,19,21,28
1015,2017,H,5,9,24,50,1,2,57,13,14,8,20,7
1015,2018,H,2,4,26,0,0,2,47,15,10,10,25,30
1015,2019,H,0,6,34,0,0,2,50,16,7,12,26,24
1016,2015,A,2,12,23,0,0,5,56,9,3,12,7,16
1016,2016,A,8,6,33,0,0,2,56,9,5,3,20,12
1016,2017,A,3,6,38,0,0,2,44,15,10,6,27,20
1016,2018,A,2,2,30,0,0,3,49,11,17,9,9,16
1016,2019,A,4,10,17,100,2,2,52,24,8,5,19,26
1016,2015,H,5,10,31,33,2,6,44,26,10,10,20,25
1016,2016,H,4,6,27,0,0,2,44,12,4,14,30,2
1016,2017,H,4,6,32,0,0,2,56,16,8,8,20,5
1016,2018,H,5,6,34,0,0,1,51,16,11,14,15,28
1016,2019,H,1,6,43,25,1,4,48,9,15,6,28,54
1017,2015,A,4,6,26,25,1,4,51,13,4,7,20,53
1017,2016,A,3,2,16,50,1,2,38,14,3,14,23,14
1017,2017,A,3,8,30,50,1,2,38,21,4,8,10,9
1017,2018,A,4,6,27,0,0,1,58,14,1,6,21,22
1017,2019,A,2,8,27,0,0,4,43,18,3,4,13,21
1017,2015,H,1,8,25,0,0,3,49,13,10,18,29,20
1017,2016,H,2,4,28,0,0,1,62,10,3,5,21,3
1017,2017,H,2,4,33,25,1,4,63,23,5,11,22,25
1017,2018,H,3,4,38,33,1,3,42,12,8,9,15,7
1017,2019,H,1,8,18,0,0,4,57,13,1,9,32,17
1018,2015,A,1,4,26,0,0,0,50,18,10,19,38,2
1018,2016,A,5,20,29,50,1,2,46,20,8,13,20,29
1018,2017,A,3,12,35,0,0,3,46,18,6,9,30,53
1018,2018,A,6,2,32,50,1,2,52,20,12,15,13,10
1018,2019,A,8,4,35,100,1,1,46,17,8,7,17,22
1018,2015,H,3,2,31,100,1,1,50,17,9,13,26,6
1018,2016,H,3,8,26,13,1,8,54,11,2,11,24,4
1018,2017,H,4,10,36,25,1,4,54,15,14,17,33,22
1018,2018,H,2,4,37,100,1,1,48,16,12,33,15,20
1018,2019,H,3,2,30,0,0,2,54,12,4,10,10,18
1019,2015,A,2,10,25,33,1,3,34,16,4,3,20,3
1019,2016,A,4,11,34,100,1,1,47,17,7,7,24,52
1019,2017,A,3,2,34,25,1,4,44,16,5,7,13,2
1019,2018,A,3,9,37,0,0,5,52,9,15,15,28,12
1019,2019,A,2,7,35,0,0,3,57,20,7,2,22,6
1019,2015,H,3,8,43,25,1,4,66,7,3,11,20,17
1019,2016,H,5,7,42,33,1,3,53,5,9,14,20,18
1019,2017,H,4,8,23,0,0,1,56,13,7,9,22,23
1019,2018,H,4,15,38,0,0,1,49,14,15,16,24,6
1019,2019,H,1,11,21,0,0,1,43,11,5,3,35,14
1020,2015,A,2,8,30,33,1,3,64,13,6,4,10,12
1020,2016,A,3,6,35,25,1,4,51,17,3,10,8,5
1020,2017,A,5,15,35,20,1,5,67,12,8,10,30,17
1020,2018,A,1,4,18,0,0,2,55,12,5,5,23,29
1020,2019,A,6,13,27,0,0,0,35,9,7,14,34,8
1020,2015,H,3,6,24,0,0,4,36,16,5,5,17,7
1020,2016,H,3,8,30,33,1,3,49,13,12,9,14,20
1020,2017,H,6,17,37,50,2,4,33,15,9,6,23,6
1020,2018,H,1,4,30,0,0,2,45,14,4,14,22,1
1020,2019,H,2,5,22,25,1,4,65,13,2,14,32,2
1021,2015,A,4,4,22,50,1,2,59,20,1,9,18,30
1021,2016,A,6,4,43,50,1,2,53,5,5,4,19,6
1021,2017,A,4,12,33,0,0,2,48,11,5,2,25,8
1021,2018,A,4,6,27,0,0,0,40,12,15,25,27,9
1021,2019,A,3,6,22,100,1,1,64,9,3,5,34,19
1021,2015,H,1,4,31,0,0,2,41,17,6,11,38,8
1021,2016,H,3,4,29,0,0,2,47,12,11,9,31,23
1021,2017,H,6,6,33,60,3,5,52,16,9,6,28,1
1021,2018,H,4,0,38,0,0,3,60,14,14,22,33,2
1021,2019,H,1,2,26,33,1,3,36,12,13,8,24,3
1022,2015,A,0,6,29,0,0,4,57,10,6,10,26,10
1022,2016,A,0,4,22,0,0,3,47,7,3,4,15,21
1022,2017,A,3,9,34,0,0,0,55,14,7,11,20,52
1022,2018,A,2,4,34,33,1,3,48,19,8,10,27,13
1022,2019,A,3,10,26,0,0,4,55,13,4,4,34,9
1022,2015,H,4,10,17,0,0,3,43,22,7,10,38,9
1022,2016,H,1,6,35,0,0,2,53,13,3,2,22,53
1022,2017,H,0,7,31,0,0,1,45,18,13,13,18,3
1022,2018,H,3,6,37,50,1,2,52,13,4,11,28,5
1022,2019,H,7,8,35,20,1,5,45,17,9,9,15,5
1023,2015,A,4,6,26,20,1,5,49,7,10,15,19,4
1023,2016,A,3,6,26,25,1,4,53,23,5,9,28,19
1023,2017,A,1,6,38,0,0,2,48,8,6,1,21,54
1023,2018,A,2,12,32,67,2,3,50,9,11,6,20,52
1023,2019,A,1,14,38,20,1,5,61,23,2,5,19,18
1023,2015,H,4,10,29,33,1,3,51,14,9,15,16,13
1023,2016,H,1,8,39,0,0,3,47,11,3,7,31,26
1023,2017,H,4,6,21,0,0,2,52,16,12,9,19,29
1023,2018,H,5,10,38,50,2,4,50,13,6,5,24,14
1023,2019,H,3,10,33,0,0,7,39,17,5,4,23,30
1024,2015,A,2,8,37,33,1,3,58,16,1,10,16,21
1024,2016,A,3,10,36,0,0,3,53,8,7,5,24,52
1024,2017,A,4,5,49,50,1,2,52,14,1,7,28,13
1024,2018,A,4,2,33,0,0,4,46,14,5,13,14,30
1024,2019,A,1,6,26,0,0,2,44,7,5,7,13,7
1024,2015,H,3,6,30,25,1,4,42,18,8,4,24,52
1024,2016,H,3,6,23,0,0,4,47,9,4,10,17,1
1024,2017,H,5,9,33,0,0,0,48,12,7,7,28,14
1024,2018,H,4,8,25,100,1,1,54,16,6,17,20,18
1024,2019,H,3,4,35,33,1,3,56,13,8,12,18,52
1025,2015,A,5,8,36,0,0,4,58,9,5,4,25,19
1025,2016,A,2,15,32,14,1,7,52,15,2,8,12,30
1025,2017,A,0,12,26,0,0,4,44,13,7,15,21,25
1025,2018,A,0,37,28,0,0,4,54,17,3,9,11,3
1025,2019,A,2,4,39,0,0,3,48,20,8,11,31,24
1025,2015,H,4,10,38,33,1,3,42,18,10,14,26,25
1025,2016,H,4,29,40,20,1,5,48,15,12,9,21,15
1025,2017,H,2,10,34,0,0,5,57,11,9,15,16,18
1025,2018,H,1,12,32,0,0,5,46,18,9,13,11,25
1025,2019,H,6,6,40,0,0,2,52,10,8,10,14,16
1026,2015,A,4,24,29,50,1,2,62,14,9,10,25,53
1026,2016,A,3,6,34,0,0,1,36,15,10,6,37,2
1026,2017,A,2,4,31,33,1,3,54,11,3,8,6,12
1026,2018,A,3,6,23,33,1,3,51,13,14,5,29,17
1026,2019,A,2,12,27,40,2,5,38,18,5,17,19,22
1026,2015,H,0,32,44,0,0,3,38,11,7,13,25,22
1026,2016,H,2,2,32,0,0,3,64,16,13,13,18,12
1026,2017,H,6,6,31,100,2,2,46,17,7,4,8,30
1026,2018,H,4,6,34,33,1,3,49,18,11,11,28,21
1026,2019,H,1,10,43,17,1,6,63,4,16,15,22,25
1027,2015,A,2,15,37,0,0,3,53,13,6,4,18,18
1027,2016,A,4,4,24,0,0,1,39,31,3,20,23,16
1027,2017,A,1,4,34,33,1,3,43,15,9,7,35,21
1027,2018,A,3,10,31,40,2,5,48,14,4,12,30,24
1027,2019,A,0,2,27,0,0,3,43,17,8,8,25,1
1027,2015,H,4,13,28,0,0,4,47,11,2,4,20,23
1027,2016,H,2,2,42,0,0,2,62,17,9,14,28,8
1027,2017,H,2,6,27,0,0,2,57,14,10,11,19,16
1027,2018,H,1,10,23,0,0,5,52,18,11,6,24,53
1027,2019,H,3,6,32,0,0,1,57,15,8,6,14,54
1028,2015,A,2,10,24,0,0,1,44,29,2,12,26,1
1028,2016,A,2,4,37,0,0,1,40,19,4,10,27,14
1028,2017,A,0,4,36,0,0,3,55,13,7,19,22,15
1028,2018,A,3,4,24,0,0,1,52,16,4,8,17,8
1028,2019,A,2,4,27,0,0,3,55,11,7,11,18,10
1028,2015,H,1,2,23,0,0,5,56,11,2,10,35,26
1028,2016,H,1,2,32,0,0,2,60,24,3,14,29,9
1028,2017,H,4,8,18,100,1,1,45,23,10,8,23,24
1028,2018,H,1,2,27,0,0,2,48,11,6,7,19,26
1028,2019,H,5,6,38,50,1,2,45,15,12,10,18,28
1029,2015,A,2,4,25,33,1,3,36,15,6,11,29,15
1029,2016,A,2,14,30,25,1,4,46,9,7,8,17,10
1029,2017,A,5,8,41,50,1,2,38,7,1,11,20,20
1029,2018,A,5,4,35,33,1,3,30,10,8,9,17,15
1029,2019,A,5,20,29,20,1,5,47,15,7,12,30,4
1029,2015,H,5,6,28,50,1,2,64,18,12,16,23,28
1029,2016,H,7,12,32,20,1,5,54,12,4,9,19,13
1029,2017,H,1,6,26,0,0,3,62,10,3,12,18,7
1029,2018,H,3,8,30,0,0,1,70,15,5,9,25,4
1029,2019,H,2,20,27,0,0,5,53,11,10,18,23,15
1030,2015,A,5,15,33,33,1,3,47,16,5,12,21,5
1030,2016,A,1,4,23,0,0,1,62,13,6,14,15,25
1030,2017,A,5,14,28,25,1,4,50,17,5,5,17,5
1030,2018,A,2,8,30,0,0,2,43,24,6,4,14,10
1030,2019,A,2,2,22,0,0,1,48,22,6,5,12,29
1030,2015,H,3,13,27,25,1,4,53,18,10,19,25,3
1030,2016,H,7,2,29,50,1,2,38,27,5,15,23,22
1030,2017,H,2,10,28,0,0,5,50,13,4,13,21,4
1030,2018,H,3,4,31,25,1,4,57,19,6,4,22,23
1030,2019,H,3,2,37,0,0,1,52,12,5,12,15,20
1031,2015,A,4,14,37,0,0,3,51,9,4,0,6,14
1031,2016,A,2,6,32,0,0,3,37,15,3,6,27,53
1031,2017,A,2,2,34,33,1,3,50,11,5,1,19,53
1031,2018,A,5,8,33,60,3,5,44,17,10,18,33,19
1031,2019,A,4,15,30,0,0,2,40,20,8,2,33,24
1031,2015,H,0,32,37,0,0,5,49,11,4,1,27,29
1031,2016,H,2,6,46,33,1,3,63,10,2,7,30,26
1031,2017,H,1,6,17,0,0,1,50,19,7,8,35,23
1031,2018,H,4,10,27,25,1,4,57,11,10,13,31,24
1031,2019,H,3,13,35,67,2,3,60,15,9,1,21,21
1032,2015,A,1,6,27,0,0,2,48,12,3,3,18,10
1032,2016,A,1,6,23,0,0,1,42,22,5,17,27,7
1032,2017,A,2,6,33,20,1,5,63,8,10,9,22,4
1032,2018,A,1,12,34,0,0,3,53,18,7,5,26,20
1032,2019,A,4,6,40,33,1,3,36,11,2,3,26,53
1032,2015,H,0,4,38,0,0,3,52,5,2,14,24,17
1032,2016,H,4,2,42,33,1,3,58,16,8,17,25,28
1032,2017,H,3,10,27,0,0,3,37,15,7,11,32,6
1032,2018,H,2,10,38,25,1,4,47,17,12,9,26,54
1032,2019,H,2,6,38,33,1,3,64,16,7,8,28,23
1033,2015,A,2,21,25,50,1,2,53,15,6,8,19,13
1033,2016,A,0,8,23,0,0,2,35,20,7,11,39,5
1033,2017,A,3,8,24,0,0,1,49,22,4,2,35,52
1033,2018,A,3,8,25,40,2,5,44,19,20,17,21,13
1033,2019,A,4,6,32,33,1,3,52,10,3,8,7,5
1033,2015,H,3,11,28,0,0,2,47,18,5,19,24,2
1033,2016,H,4,4,28,25,1,4,65,18,3,12,32,4
1033,2017,H,2,2,43,0,0,4,51,11,1,9,21,1
1033,2018,H,4,10,28,25,1,4,56,6,7,16,19,6
1033,2019,H,2,6,30,0,0,3,48,7,6,4,18,7
1034,2015,A,5,12,25,0,0,2,55,24,6,3,46,26
1034,2016,A,5,6,32,0,0,2,66,11,4,9,7,6
1034,2017,A,4,10,27,33,1,3,40,9,2,1,10,21
1034,2018,A,0,17,25,0,0,3,50,12,2,8,46,29
1034,2019,A,0,21,32,0,0,3,54,5,2,3,16,8
1034,2015,H,0,4,32,0,0,6,45,15,3,9,23,16
1034,2016,H,2,4,23,0,0,3,34,19,19,21,16,20
1034,2017,H,5,6,44,20,1,5,60,13,1,5,13,29
1034,2018,H,3,13,31,20,1,5,50,24,7,7,48,5
1034,2019,H,4,11,23,33,1,3,46,10,6,3,23,14
1035,2015,A,4,8,35,25,1,4,58,14,7,13,20,19
1035,2016,A,1,8,28,0,0,1,36,21,12,2,10,17
1035,2017,A,3,8,34,0,0,3,57,9,2,7,27,7
1035,2018,A,4,8,31,0,0,2,41,25,4,10,39,2
1035,2019,A,2,13,28,25,1,4,52,14,10,14,22,6
1035,2015,H,7,10,32,33,1,3,42,11,6,27,16,20
1035,2016,H,3,2,29,0,0,4,64,14,11,5,16,21
1035,2017,H,3,6,40,0,0,4,43,5,3,12,29,9
1035,2018,H,2,8,37,0,0,2,59,22,4,9,25,9
1035,2019,H,1,15,33,0,0,4,48,14,13,15,24,13
1036,2015,A,3,8,25,0,0,2,48,15,8,16,24,18
1036,2016,A,1,10,27,0,0,3,47,17,4,11,27,19
1036,2017,A,4,6,32,0,0,4,56,8,4,7,15,54
1036,2018,A,2,8,34,0,0,1,33,19,3,14,25,3
1036,2019,A,5,14,34,0,0,2,42,15,9,5,16,15
1036,2015,H,2,8,30,0,0,3,52,12,6,9,28,22
1036,2016,H,2,6,22,0,0,5,53,16,5,14,20,24
1036,2017,H,0,8,28,0,0,3,44,10,6,12,20,17
1036,2018,H,2,4,45,0,0,3,67,9,3,24,25,17
1036,2019,H,6,6,39,33,2,6,58,5,12,15,15,3
1037,2015,A,5,8,29,0,0,2,44,8,4,5,20,52
1037,2016,A,2,8,19,0,0,3,52,11,5,6,18,4
1037,2017,A,3,8,30,0,0,3,40,16,4,7,22,3
1037,2018,A,3,4,30,0,0,4,43,18,4,7,18,30
1037,2019,A,1,4,29,0,0,0,42,3,5,10,29,12
1037,2015,H,2,6,28,0,0,3,56,7,9,8,13,23
1037,2016,H,6,18,29,33,1,3,48,6,5,5,18,1
1037,2017,H,5,6,45,0,0,4,60,10,6,9,17,14
1037,2018,H,0,8,25,0,0,2,57,21,5,6,27,14
1037,2019,H,4,0,32,0,0,2,58,17,5,14,26,4
1038,2015,A,1,6,25,0,0,3,29,9,5,10,25,1
1038,2016,A,4,8,28,20,1,5,46,20,10,13,34,52
1038,2017,A,0,4,40,0,0,4,41,10,14,9,21,8
1038,2018,A,4,10,39,0,0,2,53,10,9,5,12,7
1038,2019,A,3,6,40,25,1,4,56,11,7,12,22,2
1038,2015,H,7,8,27,33,1,3,71,11,4,11,24,24
1038,2016,H,2,10,29,0,0,4,54,10,7,11,20,2
1038,2017,H,5,8,32,50,1,2,59,23,14,19,29,13
1038,2018,H,4,4,45,0,0,5,48,19,11,14,18,16
1038,2019,H,4,8,29,0,0,3,44,11,9,16,29,9
1039,2015,A,3,12,37,0,0,2,49,18,12,16,29,17
1039,2016,A,2,9,24,0,0,1,56,10,4,7,25,18
1039,2017,A,2,7,33,0,0,2,42,7,6,11,22,24
1039,2018,A,0,2,31,0,0,2,50,13,5,10,20,21
1039,2019,A,0,8,33,0,0,4,50,7,4,4,18,25
1039,2015,H,4,4,46,0,0,6,51,21,11,11,28,4
1039,2016,H,1,9,23,0,0,1,44,12,13,11,20,15
1039,2017,H,4,9,28,0,0,1,58,18,13,18,15,18
1039,2018,H,4,4,33,0,0,1,50,19,14,22,29,25
1039,2019,H,2,8,32,50,2,4,50,18,13,6,20,18
1040,2015,A,1,8,26,33,1,3,42,24,4,4,46,2
1040,2016,A,1,8,31,0,0,1,49,18,7,8,22,30
1040,2017,A,3,4,40,50,1,2,47,10,12,7,27,12
1040,2018,A,2,6,37,0,0,4,55,12,7,5,27,23
1040,2019,A,3,4,24,0,0,1,40,13,6,6,37,22
1040,2015,H,1,8,34,0,0,3,58,21,8,7,26,5
